Image Source,Institution Name,Course Title,University Location,Course Duration,Study Mode,Campus Type,Course Infomation
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Informatics,"Johannesburg, South Africa",1 up to 2 Weeks,Full time,On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Informatics, and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/13/131454_photo-1505761671935-60b3a7427bad.jpg,University of Reading,BSc Meteorology and Climate,"Reading, United Kingdom",3 Years,Full time,On-Campus,"On our BSc Meteorology and Climate course you will tackle the biggest issues facing the planet today, including ozone depletion and climate change, alongside world experts in the UK’s only dedicated meteorology department.Global impactWe are ranked 1st in the UK for environmental and ethical performance (People and Planet University League 2023/24).In 2023, the University of Reading was the first ever winner of the Times Higher Education (THE) award for Outstanding Contribution to Environmental Leadership.The University has been awarded a 2021 Queen's Anniversary Prize in recognition of our world-leading research, teaching, stewardship and outreach on climate change.We are ranked 3rd in the UK for research power in Earth Systems and Environmental Sciences (Times Higher Education, Institutions Ranked by Subject, based on its analysis of the latest Research Excellence Framework 2021).We are ranked 5th in the world for Atmospheric Science (ShanghaiRanking 2023 Global Ranking of Academic Subjects).The University of Reading is the most represented organisation in the UK on the Reuters Hot List of the world’s top climate scientists 2021.Our climate scientists played a leading role in the latest Intergovernmental Panel on Climate Change (IPCC) report, which warns that damaging effects of climate change are already being seen across the globe.We gave the world climate stripes. Designed by Professor Ed Hawkins, the climate stripes present a compelling visualisation of how global temperatures have risen since the mid-19th century due to human-caused climate change. The stripes have been shared by the likes of Greta Thunberg and the United Nations, as well as thousands of others around the world.100% of our students said the course often challenges them to achieve their best work (National Student Survey 2024, responders from the Department of Meteorology).The University of Reading has been named Sustainable University of the Year in The Times and The Sunday Times Good University Guide 2025.Explore all aspects of meteorology and climate, including atmospheric science and oceanography, whilst learning from world-leading researchers. By taking BSc Meteorology and Climate at the University of Reading, you'll be joining a course of study approved by the Royal Meteorological Society. You'll also benefit from the Department's close links to industry and a range of opportunities to enhance your employability.As part of our small, specialist department, you will benefit from an enviable staff to student ratio. Many of our excellent teaching staff are world leaders in their fields and a number are Intergovernmental Panel on Climate Change (IPCC) authors and Fellows of the Royal Society. We also have a Regius Professor of Meteorology and Climate Science, and the University is one of only 19 institutes in the UK to have been awarded one of these prestigious positions by Her Majesty Queen Elizabeth.Teaching is divided between lectures and practical work, but the ratio depends on options selected. You will have the opportunity to carry out a range of experiments using our extensive fluid dynamics and instrument labs, and atmospheric observatory. During your final year you will have the option of attending a summer field study trip; in recent years students have gone to the Lake District, but the location of the field class is subject to change. You will also complete an independent research project on a topic of your choice, perhaps focusing on the currents of hurricanes and typhoons or the effect of climate change on crops.This course is approved by the Royal Meteorological Society (RMetS) and is your first step towards becoming professionally accredited as either a Registered Meteorologist (RMet) or Chartered Meteorologist (CMet)."
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Zoology,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Zoology and to develop research capacity in its methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Botany,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Botany and to develop research capacity in its methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Chemistry,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Chemistry and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Physics,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Physics and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/60/60979_cover.jpg,University of Groningen,BSc in Spatial Planning and Design,"Groningen, Netherlands",3 Years,Full time,On-Campus,"If you have a special interest in the living environment, and you aspire to combine analytical thinking with creative design, then Spatial Planning and Design is the field for you.What effect will climate change have on our future cities and rural areas? How can you develop sustainable strategies and designs for new and existing urban systems? How do you deal with a complex built environment and related planning processes? Planners are asked to translate this kind of spatial transformation into new opportunities to enhance the quality of life.The Bachelor's degree program in Spatial Planning and Design (in Dutch: Technische planologie) revolves around physical and institutional design. The course units are related to spatial planning and design, water management, infrastructure and environmental planning, spatial computer programs, complex decision-making, and academic research.You will work in virtual realities but also go on excursions to see spatial projects in real life. There will be an opportunity to develop your personal interests via elective course units. You complete your Bachelor's degree with a research project. Excellent students can take part in a more in-depth program at Honours College, which has a wider range of topics.Why study this program in Groningen?The Bachelor's degree program in Spatial Planning and Design is unique within the Netherlands. It covers a wide range of topics and gives students the opportunity to explore their own fields of interest within physical and institutional design. This degree program gives you the opportunity to learn from internationally renowned and highly trained teachers.ResearchSpatial Planning and Design is based on research. Not only are you educated to become a researcher, but lecturers also use their own research and others to keep the education as recent and relevant as possible. The education you receive is therefore partly based on the research being done at the faculty right now!Read more on the institution's website"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/18/182403_182371_Keystonecoverimage.jpg,"Queen's University Belfast - Faculty of Arts, Humanities and Social Sciences",BSc in International Business with French,"Belfast, United Kingdom",4 Years,Full time,On-Campus,"This degree seeks to develop graduates with a global mind-set who have the necessary business and cultural skills to work in a global marketplace. All organisations are now operating in a competitive global arena, seeking to expand and develop beyond their national borders. Success in foreign markets requires knowledge of how to adapt to local cultures, languages and customers as well as an understanding of fundamental business theories and practices. Global leaders ultimately cultivate cultural intelligence by travelling to and working in different cultures, developing and applying both their business and language skills. The International Business with a Language degree at Queen’s Business School provides a platform for developing the required knowledge and skills to pursue a career in our globally connected business world.International Business (Major) with French highlightsFurther Study OpportunitiesStudents can choose from a wide range of Master’s programmes as well as a comprehensive list of research topics, as shown on the Queen’s Business School website.Queen’s Business School is committed to the continuous improvement and enhancement of all of its degree programmes. New modules may be developed and included to replace or enhance those which are mentioned in this brochure.Industry LinksStudents will hear from industry professionals who regularly deliver guest lectures. The opportunity to network afterwards can give students valuable connections with senior professionals. Guest speakers have previously come from Google, LinkedIn, Coca-Cola, PwC, EY and Deloitte.Internationally Renowned ExpertsQueen’s is one of the 24 world-class universities that make up the Russell Group in the United Kingdom and is the only Russell Group University in Northern Ireland.Global OpportunitiesThe degree also provides you with further opportunities to work and study abroad through schemes such as Study USA, British Council, Erasmus, International Workplace Tours, Study China, City Scholarships and much more.Career DevelopmentGraduate jobs are varied and include Brand Development, Corporate Banking, FDI analysis, Consulting, Digital Marketing, and Global Business Development.Internationally Renowned ExpertsStudents will experience innovative and dynamic teaching and learning methods including simulations, live case studies, company tours, group work projects and presentations, consulting projects, practical workshops, embedded e-learning and much more.Read more on the institution's website"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/23/233204_Picture1.jpg,University of Europe for Applied Sciences,BSc Business & Management Studies,,6 Semesters,Full time,On-Campus,"As a manager of tomorrow, entrepreneurial thinking and action are your most valuable tools. A completed program in business administration is your ticket to a career in the private sector. Our graduates enjoy the best job opportunities, thanks to the practical experience they gain early on. During your studies, you will forge close contacts with the industry and gain valuable project and work experience in your career.At the University of Applied Sciences Europe, innovation, practical experience, and entrepreneurial spirit meet on an international level. We want to ensure that you develop into a future-oriented manager in your desired industry.Our university focuses on your development. That's why we teach in small learning groups and a friendly and personal atmosphere. You will be taught by renowned lecturers with both scientific and business backgrounds. You will study at a centrally located campus, equipped with the latest technology, and known for its international character.At the University of Applied Sciences Europe, you even get the possibility to shape your studies and your career path actively. Depending on your personal career goals, you will select your specializations and choose from a range of available interdisciplinary subjects. The programs taught at our university also include practical projects with top business partners and a semester abroad or an internship. You can even take part in optional worldwide excursions. This way, you will be perfectly prepared for tomorrow's job market."
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/23/234044_singleton-campus.jpg,Swansea University,BSc Psychology,"Swansea, United Kingdom",3 Years,Full time,On-Campus,"Studying a BSc in Psychology will give you expert scientific training in the relationship between the mind, brain, and behaviour.You will study the psychological and neuro-scientific processes that underpin activities such as thinking, reasoning, memory and language, learn about the effects of brain injury, and explore ways to improve health-related behaviour.You will develop excellent research, written, and critical analysis skills, as well as a high degree of numeracy and ICT ability.Our approach to teaching, which includes lectures, personal tutorials, academic seminars, workshops, and practical research classes, encourages effective team-working and high-quality oral communication skills.Read more on the institution's website"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/24/241637_241554_cover_photo-College-France-Euclea1.png,Euclea Business School,BSc Fashion Technology,"Sharjah, United Arab Emirates",3 Years,Full time,On-Campus,"If you are passionate about fashion, then our BSc in Fashion Technology is the programme for you. This programme is designed to fuel your inner fashionista with creativity, global perspective, and innovation. During this course you will gain skills in garment designing, pattern development, digital designing, advance concepts of fashion and many more. With a focus on innovation and creativity, we nurture talent and foster an environment where you can unleash your full potential.Programme HighlightsBooming and ever-evolving industryEndless opportunitiesHighly in-demandEarning ProspectProfessional growthStudy LocallyExperience the convenience and quality of studying locally at our registered campuses in the UAE. Our programs offer world-class education, tailored to meet the needs of our regional students, ensuring you receive the same prestigious qualifications without having to travel far from home.About Eucléa Business SchoolEucléa Business School is a member of the Collège de Paris, specializing in work-study business and management. With strategically located campuses in UAE, Châteauroux, Strasbourg, Metz, Mulhouse and Reims, Eucléa offers a complete range of higher education programmes, from Bachelor to Doctorate. Our commitment to educational excellence is reflected in our RNCP-accredited Professional Certifications.At Eucléa, each program is meticulously designed to offer students an exceptional learning experience. Guided by our experienced and committed trainers, you’ll be supported throughout your academic career, acquiring the knowledge and skills you need to shine in your field."
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/24/241637_241554_cover_photo-College-France-Euclea1.png,Euclea Business School,BSc Computing,"Sharjah, United Arab Emirates",3 Years,Full time,On-Campus,"The Bachelor of Science (BSc) in Computing program offers a robust foundation in computing principles, beginning with core subjects such as programming, mathematics, data structures, networking, and cybersecurity. Advanced topics include database systems, web development, data analysis techniques, mobile app development, and artificial intelligence concepts. Students can specialize in areas like data analysis, application development, networking, cybersecurity, or artificial intelligence, tailoring their studies to align with career interests. The program emphasizes practical skills through a capstone project and includes professional development training in ethics, regulations, and emerging technologies, ensuring graduates are well-equipped for dynamic roles in the computing industry.Programme HighlightsComprehensive CurriculumIELTS ExemptionAffordable Tuition and ScholarshipGlobal Degree at Lower CostIndustry-Relevant TrainingPost-Study OpportunitiesStudy LocallyExperience the convenience and quality of studying locally at our registered campuses in the UAE. Our programs offer world-class education, tailored to meet the needs of our regional students, ensuring you receive the same prestigious qualifications without having to travel far from home.About Eucléa Business SchoolEucléa Business School is a member of the Collège de Paris, specializing in work-study business and management. With strategically located campuses in UAE, Châteauroux, Strasbourg, Metz, Mulhouse and Reims, Eucléa offers a complete range of higher education programmes, from Bachelor to Doctorate. Our commitment to educational excellence is reflected in our RNCP-accredited Professional Certifications.At Eucléa, each program is meticulously designed to offer students an exceptional learning experience. Guided by our experienced and committed trainers, you’ll be supported throughout your academic career, acquiring the knowledge and skills you need to shine in your field."
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/13/131454_photo-1505761671935-60b3a7427bad.jpg,Regent College London,BSc (Hons) Business Management,"London, United Kingdom",3 Years,Full time,On-Campus,"The BSc (Hons) Business Management offers you the opportunity to develop a career with global possibilities.Our BSc (Hons) Business Management Degree exposes you to key concepts in areas such as people management, business law, marketing, strategic management, information systems and big data, project management, finance and innovation, and enterprise. This undergraduate course will equip you to enter a range of business roles in the public sector.In addition to nurturing academic and sector-specific knowledge, the program aims to support your development of key employability skills, such as critical thinking, problem-solving, and data analysis.As well as the BSc (Hons) in Business Management, we offer several specialisms or pathways* that you can apply for."
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/61/61850_united_arab_emirates.jpg,"University of Bolton, Academic Centre – Ras Al Khaimah",BSc (Hons) Business Management,"Ras Al-Khaimah, United Arab Emirates",3 Years,Full time,On-Campus,"BSc (Hons) Business Management qualifications open doors and are considered essential if you want to pursue a career in business. Our BSc (Hons) in Business Management offers a strong grounding in an essential range of contemporary business management subjects combined with the opportunity to focus your studies in the final year.Why Study BSc (Hons) Business Management at the University of Bolton, RAK?Developing your employability is a key focus of this dynamic and flexible programme.Real-life case studies, guest speakers and industry visits are designed to help you to understand the business environment and the needs of employers in local, national and international contexts.Face-to-face sessions and one-to-one support are offered by our team of highly experienced and enthusiastic lecturers who have worked in a wide range of businesses ranging from multinational organisations to SMEs.Benefits of Studying at the University of Bolton, RAKHigh Academic StandardsUK Accredited British DegreeAffordable tuition feeTransfer options to UK Campus / Study TripsAcademic Merit ScholarshipsKey FeaturesSmall group and Tutorial teaching provides the opportunity to benefit from the excellent support offered by our teaching staff.Regular guest speakers with senior positions in industry and practice are invited, enabling students to benefit from their knowledge and advice.Course materials are available online, allowing you to prepare work at home and make the most of the highly interactive in-class tuition.Contemporary research findings are woven into our teaching. We offer a robust academic underpinning to your studies of business management.Our dedicated team will support you as you develop critical thinking and research skills and apply these during your final year dissertation.Read more on the institution's website"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/16/165396_QS_2022_Anyagok_eng960x540_facebook.jpg,University of Szeged,Agricultural Engineering (BSc),,7 Semesters,Full time,On-Campus,"About the programThe BSc program in Agricultural Engineering aims to train agricultural engineers capable of realizing production, leadership, controlling and organizational work in agricultural companies; performing jobs in enterprises dealing with the processing and marketing of agricultural products; and completing professional management tasks in connection with agriculture. Basic theoretical fields such as botany, zoology, mathematics, economics, business law, international agriculture, and safety at work build a foundation for professional courses including crop production, horticulture, plant protection, animal husbandry, animal nutrition, animal health, farm business management and business organization, among others.The last semester of the programme consists of an internship at an agricultural company. Throughout the programme, there is a focus on developing skills such as planning, directing, controlling and performing soil preparation, nutrient supply, seeding, plant protection, harvesting and basic processing of arable and horticultural crops, and planning, directing, controlling and performing animal husbandry. Students will also work extensively with nutrition and hygiene, organizing and directing waste management, observing environmental aspects, and prepare economic plans, calculations, as well as organizing marketing activities. Graduates of the Faculty usually choose their careers in agriculture and agribusiness.Specialisation options: agricultural economics and logistics, agricultural, environmental protection, animal production, horticulture, plant productionLevel of the program: BachelorDuration of the program: 7 semestersRegistered by: EUCredits: 180Who should Apply?Students applying to this program should have an interest in cultivating plants, breeding animals and understanding farm-to-table processes. Application requirements: completed application form, completed secondary education (senior high school diploma, leaving certificate, GCE A-level, High School Diploma or equivalent), a demonstrated proficiency in English (Intermediate, B2; IELT S 5.0; TOE FL IBT 70, or equivalent; certificate not required) and an entrance exam (skype interview online).For more information please contact Ms. Magdolna Gera via e-mail or call +36 62 532 990."
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/13/131454_photo-1505761671935-60b3a7427bad.jpg,LIBF Online,BSc (Hons) Cyber Security,Online,36 up to 72 Months,Full time,Distance Learning,"Master the art of securing digital landscapes with LIBF's online BSc (Hons) Cyber Security course. Designed for aspiring cyber warriors, this comprehensive program covers essential topics such as cryptography, cloud computing, penetration testing, and IT project management. Equip yourself for thrilling professional roles ranging from network security administration to cyber risk analysis.Delivered entirely online, LIBF’s BSc (Hons) Cyber Security degree allows you to fit your studies around your lifestyle, progressing at your own pace. Join a global community of faculty, students, alumni, and experts, and receive support from a dedicated team of study coaches and career advisors.Benefits of learning with LIBFTotally flexible learningOver 140 years of expertiseInnovative personalized learningRewarding your ambitionFit learning around your life but study in a structured way, using a flexible online approach with full support from your lecturers and tutors. Learn part-time or full-time – at your own pace, fully online, anywhere.Upgrade your expertise with the skills of the future. To help you succeed and progress your career, we’re combining our long history of education in finance, business, and banking with the up-to-the-minute online learning platform.Learn on your own terms. Gain the skills you need to reach your full potential and achieve your ambitions. You’ll have support, as well as access to advanced digital learning tools and practical real-life expertise.Distance learning is an affordable, tailored option that fits your lifestyle. Fees for our online degree are spread over the length of your chosen program, making it easier for you to manage your finances.Online degreesOnline learning – also known as distance or virtual learning – allows students to complete their degree online while providing the flexibility that’s often needed in today's busy world. At LIBF, we teach courses using interactive learning tools and multimedia study materials alongside live sessions with lecturers and ongoing assistance from academic supervisors. You’ll have full flexibility to study whenever and wherever you want, without losing the personal connection to your tutors and classmates.The three Fs that set us apartFreedom: Online degrees at LIBF give you the freedom to study on a schedule that suits your individual needs. We also offer part-time options at both undergraduate and postgraduate degree levels.Flexibility: Our payment options give you the flexibility you need to stay in control of your finances. Eligible undergraduate UK students can also access government student loans. Self-funded students have the option to pay in monthly installments or annually.Funding: LIBF offers a range of scholarships and bursaries, supporting both home and international students. After all, funding should never stop someone from getting an education.Read more on the institution's website"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Geology,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Geology and to develop research capacity in its methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Mathematics,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Mathematics and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Informatics,"Johannesburg, South Africa",1 up to 2 Weeks,Full time,On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Informatics, and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
